id,atlas_id,name,acronym,st_level,parent_structure_id,depth,graph_order,structure_id_path,color_hex_triplet,sphinx_id
560581555,,Retroethmoid nucleus,REth,8,138,7,673,/997/8/343/1129/549/856/138/560581555/,FF909F,674
239,29,Anterior group of the dorsal thalamus,ATN,7,856,6,674,/997/8/343/1129/549/856/239/,FF909F,675
255,31,Anteroventral nucleus of thalamus,AV,8,239,7,675,/997/8/343/1129/549/856/239/255/,FF909F,676
127,15,Anteromedial nucleus,AM,8,239,7,676,/997/8/343/1129/549/856/239/127/,FF909F,677
1096,419,"Anteromedial nucleus, dorsal part",AMd,9,127,8,677,/997/8/343/1129/549/856/239/127/1096/,FF909F,678
1104,420,"Anteromedial nucleus, ventral part",AMv,9,127,8,678,/997/8/343/1129/549/856/239/127/1104/,FF909F,679
64,7,Anterodorsal nucleus,AD,8,239,7,679,/997/8/343/1129/549/856/239/64/,FF909F,680
1120,139,Interanteromedial nucleus of the thalamus,IAM,8,239,7,680,/997/8/343/1129/549/856/239/1120/,FF909F,681
1113,138,Interanterodorsal nucleus of the thalamus,IAD,8,239,7,681,/997/8/343/1129/549/856/239/1113/,FF909F,682
155,160,Lateral dorsal nucleus of thalamus,LD,8,239,7,682,/997/8/343/1129/549/856/239/155/,FF909F,683
444,196,Medial group of the dorsal thalamus,MED,7,856,6,683,/997/8/343/1129/549/856/444/,FF909F,684
59,148,Intermediodorsal nucleus of the thalamus,IMD,8,444,7,684,/997/8/343/1129/549/856/444/59/,FF909F,685
362,186,Mediodorsal nucleus of thalamus,MD,8,444,7,685,/997/8/343/1129/549/856/444/362/,FF909F,686
617,784,"Mediodorsal nucleus of the thalamus, central part",MDc,9,362,8,686,/997/8/343/1129/549/856/444/362/617/,FF909F,687
626,785,"Mediodorsal nucleus of the thalamus, lateral part",MDl,9,362,8,687,/997/8/343/1129/549/856/444/362/626/,FF909F,688
636,786,"Mediodorsal nucleus of the thalamus, medial part",MDm,9,362,8,688,/997/8/343/1129/549/856/444/362/636/,FF909F,689
366,328,Submedial nucleus of the thalamus,SMT,8,444,7,689,/997/8/343/1129/549/856/444/366/,FF909F,690
1077,275,Perireunensis nucleus,PR,8,444,7,690,/997/8/343/1129/549/856/444/1077/,FF909F,691
571,212,Midline group of the dorsal thalamus,MTN,7,856,6,691,/997/8/343/1129/549/856/571/,FF909F,692
149,301,Paraventricular nucleus of the thalamus,PVT,8,571,7,692,/997/8/343/1129/549/856/571/149/,FF909F,693
15,284,Parataenial nucleus,PT,8,571,7,693,/997/8/343/1129/549/856/571/15/,FF909F,694
181,305,Nucleus of reuniens,RE,8,571,7,694,/997/8/343/1129/549/856/571/181/,FF909F,695
560581559,,Xiphoid thalamic nucleus,Xi,8,571,7,695,/997/8/343/1129/549/856/571/560581559/,FF909F,696
51,147,Intralaminar nuclei of the dorsal thalamus,ILM,7,856,6,696,/997/8/343/1129/549/856/51/,FF909F,697
189,306,Rhomboid nucleus,RH,8,51,7,697,/997/8/343/1129/549/856/51/189/,FF909F,698
599,74,Central medial nucleus of the thalamus,CM,8,51,7,698,/997/8/343/1129/549/856/51/599/,FF909F,699
907,254,Paracentral nucleus,PCN,8,51,7,699,/997/8/343/1129/549/856/51/907/,FF909F,700
575,71,Central lateral nucleus of the thalamus,CL,8,51,7,700,/997/8/343/1129/549/856/51/575/,FF909F,701
930,257,Parafascicular nucleus,PF,8,51,7,701,/997/8/343/1129/549/856/51/930/,FF909F,702
560581563,,Posterior intralaminar thalamic nucleus,PIL,8,51,7,702,/997/8/343/1129/549/856/51/560581563/,FF909F,703
262,315,Reticular nucleus of the thalamus,RT,8,856,6,703,/997/8/343/1129/549/856/262/,FF909F,704
1014,126,"Geniculate group, ventral thalamus",GENv,7,856,6,704,/997/8/343/1129/549/856/1014/,FF909F,705
27,144,Intergeniculate leaflet of the lateral geniculate complex,IGL,8,1014,7,705,/997/8/343/1129/549/856/1014/27/,FF909F,706
563807439,,Intermediate geniculate nucleus,IntG,8,1014,7,706,/997/8/343/1129/549/856/1014/563807439/,FF909F,707
178,163,Ventral part of the lateral geniculate complex,LGv,8,1014,7,707,/997/8/343/1129/549/856/1014/178/,FF909F,708
300,461,"Ventral part of the lateral geniculate complex, lateral zone",LGvl,9,178,8,708,/997/8/343/1129/549/856/1014/178/300/,FF909F,709
316,463,"Ventral part of the lateral geniculate complex, medial zone",LGvm,9,178,8,709,/997/8/343/1129/549/856/1014/178/316/,FF909F,710
321,464,Subgeniculate nucleus,SubG,8,1014,7,710,/997/8/343/1129/549/856/1014/321/,FF909F,711
958,119,Epithalamus,EPI,7,856,6,711,/997/8/343/1129/549/856/958/,FF909F,712
483,201,Medial habenula,MH,8,958,7,712,/997/8/343/1129/549/856/958/483/,FF909F,713
186,164,Lateral habenula,LH,8,958,7,713,/997/8/343/1129/549/856/958/186/,FF909F,714
953,260,Pineal body,PIN,8,958,7,714,/997/8/343/1129/549/856/958/953/,FF909F,715
1097,136,Hypothalamus,HY,5,1129,4,715,/997/8/343/1129/1097/,E64438,716
157,302,Periventricular zone,PVZ,6,1097,5,716,/997/8/343/1129/1097/157/,FF5D50,717
390,331,Supraoptic nucleus,SO,8,157,6,717,/997/8/343/1129/1097/157/390/,FF5D50,718
332,465,Accessory supraoptic group,ASO,7,157,6,718,/997/8/343/1129/1097/157/332/,FF5D50,719
432,902,Nucleus circularis,NC,8,332,7,719,/997/8/343/1129/1097/157/332/432/,FF5D50,720
38,287,Paraventricular hypothalamic nucleus,PVH,8,157,6,720,/997/8/343/1129/1097/157/38/,FF5D50,721
71,291,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,9,38,7,721,/997/8/343/1129/1097/157/38/71/,FF5D50,722
47,288,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",PVHam,10,71,8,722,/997/8/343/1129/1097/157/38/71/47/,FF5D50,723
79,292,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",PVHmm,10,71,8,723,/997/8/343/1129/1097/157/38/71/79/,FF5D50,724
103,295,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,10,71,8,724,/997/8/343/1129/1097/157/38/71/103/,FF5D50,725
652,788,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml,11,103,9,725,/997/8/343/1129/1097/157/38/71/103/652/,FF5D50,726
660,789,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm,11,103,9,726,/997/8/343/1129/1097/157/38/71/103/660/,FF5D50,727
94,294,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,9,38,7,727,/997/8/343/1129/1097/157/38/94/,FF5D50,728
55,289,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",PVHap,10,94,8,728,/997/8/343/1129/1097/157/38/94/55/,FF5D50,729
87,293,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",PVHmpd,10,94,8,729,/997/8/343/1129/1097/157/38/94/87/,FF5D50,730
110,296,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",PVHpv,10,94,8,730,/997/8/343/1129/1097/157/38/94/110/,FF5D50,731
30,286,"Periventricular hypothalamic nucleus, anterior part",PVa,9,157,6,731,/997/8/343/1129/1097/157/30/,FF5D50,732
118,297,"Periventricular hypothalamic nucleus, intermediate part",PVi,9,157,6,732,/997/8/343/1129/1097/157/118/,FF5D50,733
223,27,Arcuate hypothalamic nucleus,ARH,8,157,6,733,/997/8/343/1129/1097/157/223/,FF5D50,734
141,300,Periventricular region,PVR,6,1097,5,734,/997/8/343/1129/1097/141/,FF5547,735
72,8,Anterodorsal preoptic nucleus,ADP,8,141,6,735,/997/8/343/1129/1097/141/72/,FF5547,736
80,9,Anterior hypothalamic area,AHA,8,141,6,736,/997/8/343/1129/1097/141/80/,FF5547,737
263,32,Anteroventral preoptic nucleus,AVP,8,141,6,737,/997/8/343/1129/1097/141/263/,FF5547,738
272,33,Anteroventral periventricular nucleus,AVPV,8,141,6,738,/997/8/343/1129/1097/141/272/,FF5547,739
830,103,Dorsomedial nucleus of the hypothalamus,DMH,8,141,6,739,/997/8/343/1129/1097/141/830/,FF5547,740
668,790,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,9,830,7,740,/997/8/343/1129/1097/141/830/668/,FF5547,741
676,791,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,9,830,7,741,/997/8/343/1129/1097/141/830/676/,FF5547,742
684,792,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,9,830,7,742,/997/8/343/1129/1097/141/830/684/,FF5547,743
452,197,Median preoptic nucleus,MEPO,8,141,6,743,/997/8/343/1129/1097/141/452/,FF5547,744
523,206,Medial preoptic area,MPO,8,141,6,744,/997/8/343/1129/1097/141/523/,FF5547,745
763,236,Vascular organ of the lamina terminalis,OV,8,141,6,745,/997/8/343/1129/1097/141/763/,FF5547,746
914,255,Posterodorsal preoptic nucleus,PD,8,141,6,746,/997/8/343/1129/1097/141/914/,FF5547,747
1109,279,Parastrial nucleus,PS,8,141,6,747,/997/8/343/1129/1097/141/1109/,FF5547,748
1124,281,Suprachiasmatic preoptic nucleus,PSCH,8,141,6,748,/997/8/343/1129/1097/141/1124/,FF5547,749
126,298,"Periventricular hypothalamic nucleus, posterior part",PVp,8,141,6,749,/997/8/343/1129/1097/141/126/,FF5547,750
133,299,"Periventricular hypothalamic nucleus, preoptic part",PVpo,8,141,6,750,/997/8/343/1129/1097/141/133/,FF5547,751
347,467,Subparaventricular zone,SBPV,8,141,6,751,/997/8/343/1129/1097/141/347/,FF5547,752
286,318,Suprachiasmatic nucleus,SCH,8,141,6,752,/997/8/343/1129/1097/141/286/,FF5547,753
338,466,Subfornical organ,SFO,8,141,6,753,/997/8/343/1129/1097/141/338/,FF5547,754
576073699,,Ventromedial preoptic nucleus,VMPO,8,141,6,754,/997/8/343/1129/1097/141/576073699/,FF5547,755
689,793,Ventrolateral preoptic nucleus,VLPO,8,141,6,755,/997/8/343/1129/1097/141/689/,FF5547,756
467,199,Hypothalamic medial zone,MEZ,6,1097,5,756,/997/8/343/1129/1097/467/,FF4C3E,757
88,10,Anterior hypothalamic nucleus,AHN,8,467,6,757,/997/8/343/1129/1097/467/88/,FF4C3E,758
700,794,"Anterior hypothalamic nucleus, anterior part",AHNa,9,88,7,758,/997/8/343/1129/1097/467/88/700/,FF4C3E,759
708,795,"Anterior hypothalamic nucleus, central part",AHNc,9,88,7,759,/997/8/343/1129/1097/467/88/708/,FF4C3E,760
716,796,"Anterior hypothalamic nucleus, dorsal part",AHNd,9,88,7,760,/997/8/343/1129/1097/467/88/716/,FF4C3E,761
724,797,"Anterior hypothalamic nucleus, posterior part",AHNp,9,88,7,761,/997/8/343/1129/1097/467/88/724/,FF4C3E,762
331,182,Mammillary body,MBO,7,467,6,762,/997/8/343/1129/1097/467/331/,FF4C3E,763
210,167,Lateral mammillary nucleus,LM,8,331,7,763,/997/8/343/1129/1097/467/331/210/,FF4C3E,764
491,202,Medial mammillary nucleus,MM,8,331,7,764,/997/8/343/1129/1097/467/331/491/,FF4C3E,765
732,798,"Medial mammillary nucleus, median part",MMme,9,491,8,765,/997/8/343/1129/1097/467/331/491/732/,FF4C3E,766
606826647,,"Medial mammillary nucleus, lateral part",MMl,9,491,8,766,/997/8/343/1129/1097/467/331/491/606826647/,FF4C3E,767
606826651,,"Medial mammillary nucleus, medial part",MMm,9,491,8,767,/997/8/343/1129/1097/467/331/491/606826651/,FF4C3E,768
606826655,,"Medial mammillary nucleus, posterior part",MMp,9,491,8,768,/997/8/343/1129/1097/467/331/491/606826655/,FF4C3E,769
606826659,,"Medial mammillary nucleus, dorsal part",MMd,9,491,8,769,/997/8/343/1129/1097/467/331/491/606826659/,FF4C3E,770
525,348,Supramammillary nucleus,SUM,8,331,7,770,/997/8/343/1129/1097/467/331/525/,FF4C3E,771
1110,421,"Supramammillary nucleus, lateral part",SUMl,9,525,8,771,/997/8/343/1129/1097/467/331/525/1110/,FF4C3E,772
1118,422,"Supramammillary nucleus, medial part",SUMm,9,525,8,772,/997/8/343/1129/1097/467/331/525/1118/,FF4C3E,773
557,352,Tuberomammillary nucleus,TM,8,331,7,773,/997/8/343/1129/1097/467/331/557/,FF4C3E,774
1126,423,"Tuberomammillary nucleus, dorsal part",TMd,9,557,8,774,/997/8/343/1129/1097/467/331/557/1126/,FF4C3E,775
1,424,"Tuberomammillary nucleus, ventral part",TMv,9,557,8,775,/997/8/343/1129/1097/467/331/557/1/,FF4C3E,776
515,205,Medial preoptic nucleus,MPN,8,467,6,776,/997/8/343/1129/1097/467/515/,FF4C3E,777
740,799,"Medial preoptic nucleus, central part",MPNc,9,515,7,777,/997/8/343/1129/1097/467/515/740/,FF4C3E,778
748,800,"Medial preoptic nucleus, lateral part",MPNl,9,515,7,778,/997/8/343/1129/1097/467/515/748/,FF4C3E,779
756,801,"Medial preoptic nucleus, medial part",MPNm,9,515,7,779,/997/8/343/1129/1097/467/515/756/,FF4C3E,780
980,263,Dorsal premammillary nucleus,PMd,8,467,6,780,/997/8/343/1129/1097/467/980/,FF4C3E,781
1004,266,Ventral premammillary nucleus,PMv,8,467,6,781,/997/8/343/1129/1097/467/1004/,FF4C3E,782
63,290,"Paraventricular hypothalamic nucleus, descending division",PVHd,8,467,6,782,/997/8/343/1129/1097/467/63/,FF4C3E,783
439,903,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,9,63,7,783,/997/8/343/1129/1097/467/63/439/,FF4C3E,784
447,904,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,9,63,7,784,/997/8/343/1129/1097/467/63/447/,FF4C3E,785
455,905,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,9,63,7,785,/997/8/343/1129/1097/467/63/455/,FF4C3E,786
464,906,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,9,63,7,786,/997/8/343/1129/1097/467/63/464/,FF4C3E,787
693,369,Ventromedial hypothalamic nucleus,VMH,8,467,6,787,/997/8/343/1129/1097/467/693/,FF4C3E,788
761,802,"Ventromedial hypothalamic nucleus, anterior part",VMHa,9,693,7,788,/997/8/343/1129/1097/467/693/761/,FF4C3E,789
769,803,"Ventromedial hypothalamic nucleus, central part",VMHc,9,693,7,789,/997/8/343/1129/1097/467/693/769/,FF4C3E,790
777,804,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,9,693,7,790,/997/8/343/1129/1097/467/693/777/,FF4C3E,791
785,805,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,9,693,7,791,/997/8/343/1129/1097/467/693/785/,FF4C3E,792
946,259,Posterior hypothalamic nucleus,PH,8,467,6,792,/997/8/343/1129/1097/467/946/,FF4C3E,793
290,177,Hypothalamic lateral zone,LZ,6,1097,5,793,/997/8/343/1129/1097/290/,F2483B,794
194,165,Lateral hypothalamic area,LHA,8,290,6,794,/997/8/343/1129/1097/290/194/,F2483B,795
226,169,Lateral preoptic area,LPO,8,290,6,795,/997/8/343/1129/1097/290/226/,F2483B,796
356,468,Preparasubthalamic nucleus,PST,8,290,6,796,/997/8/343/1129/1097/290/356/,F2483B,797
364,469,Parasubthalamic nucleus,PSTN,8,290,6,797,/997/8/343/1129/1097/290/364/,F2483B,798
576073704,,Perifornical nucleus,PeF,8,290,6,798,/997/8/343/1129/1097/290/576073704/,F2483B,799
173,304,Retrochiasmatic area,RCH,8,290,6,799,/997/8/343/1129/1097/290/173/,F2483B,800
470,341,Subthalamic nucleus,STN,8,290,6,800,/997/8/343/1129/1097/290/470/,F2483B,801
614,359,Tuberal nucleus,TU,8,290,6,801,/997/8/343/1129/1097/290/614/,F2483B,802
797,382,Zona incerta,ZI,8,290,6,802,/997/8/343/1129/1097/290/797/,F2483B,803
796,806,Dopaminergic A13 group,A13,9,797,7,803,/997/8/343/1129/1097/290/797/796/,F2483B,804
804,807,Fields of Forel,FF,9,797,7,804,/997/8/343/1129/1097/290/797/804/,F2483B,805
10671,,Median eminence,ME,8,1097,5,805,/997/8/343/1129/1097/10671/,F2483B,806
313,180,Midbrain,MB,5,343,3,806,/997/8/343/313/,FF64FF,807
339,183,"Midbrain, sensory related",MBsen,6,313,4,807,/997/8/343/313/339/,FF7AFF,808
302,320,"Superior colliculus, sensory related",SCs,8,339,5,808,/997/8/343/313/339/302/,FF7AFF,809
851,813,"Superior colliculus, optic layer",SCop,9,302,6,809,/997/8/343/313/339/302/851/,FF7AFF,810
842,812,"Superior colliculus, superficial gray layer",SCsg,9,302,6,810,/997/8/343/313/339/302/842/,FF7AFF,811
834,811,"Superior colliculus, zonal layer",SCzo,9,302,6,811,/997/8/343/313/339/302/834/,FF7AFF,812
4,141,Inferior colliculus,IC,8,339,5,812,/997/8/343/313/339/4/,FF7AFF,813
811,808,"Inferior colliculus, central nucleus",ICc,9,4,6,813,/997/8/343/313/339/4/811/,FF7AFF,814
820,809,"Inferior colliculus, dorsal nucleus",ICd,9,4,6,814,/997/8/343/313/339/4/820/,FF7AFF,815
828,810,"Inferior colliculus, external nucleus",ICe,9,4,6,815,/997/8/343/313/339/4/828/,FF7AFF,816
580,213,Nucleus of the brachium of the inferior colliculus,NB,8,339,5,816,/997/8/343/313/339/580/,FF7AFF,817
271,316,Nucleus sagulum,SAG,8,339,5,817,/997/8/343/313/339/271/,FF7AFF,818
874,250,Parabigeminal nucleus,PBG,8,339,5,818,/997/8/343/313/339/874/,FF7AFF,819
460,198,Midbrain trigeminal nucleus,MEV,8,339,5,819,/997/8/343/313/339/460/,FF7AFF,820
599626923,,Subcommissural organ,SCO,8,339,5,820,/997/8/343/313/339/599626923/,FF7AFF,821
323,181,"Midbrain, motor related",MBmot,6,313,4,821,/997/8/343/313/323/,FF90FF,822
381,330,"Substantia nigra, reticular part",SNr,8,323,5,822,/997/8/343/313/323/381/,FF90FF,823
749,376,Ventral tegmental area,VTA,8,323,5,823,/997/8/343/313/323/749/,FF90FF,824
607344830,,Paranigral nucleus,PN,8,323,5,824,/997/8/343/313/323/607344830/,FF90FF,825
246,313,"Midbrain reticular nucleus, retrorubral area",RR,8,323,5,825,/997/8/343/313/323/246/,FF90FF,826
128,864,Midbrain reticular nucleus,MRN,8,323,5,826,/997/8/343/313/323/128/,FF90FF,827
539,208,"Midbrain reticular nucleus, magnocellular part",MRNm,9,128,6,827,/997/8/343/313/323/128/539/,FF90FF,828
548,209,"Midbrain reticular nucleus, magnocellular part, general",MRNmg,9,128,6,828,/997/8/343/313/323/128/548/,FF90FF,829
555,210,"Midbrain reticular nucleus, parvicellular part",MRNp,9,128,6,829,/997/8/343/313/323/128/555/,FF90FF,830
294,319,"Superior colliculus, motor related",SCm,8,323,5,830,/997/8/343/313/323/294/,FF90FF,831
26,427,"Superior colliculus, motor related, deep gray layer",SCdg,9,294,6,831,/997/8/343/313/323/294/26/,FF90FF,832
42,429,"Superior colliculus, motor related, deep white layer",SCdw,9,294,6,832,/997/8/343/313/323/294/42/,FF90FF,833
17,426,"Superior colliculus, motor related, intermediate white layer",SCiw,9,294,6,833,/997/8/343/313/323/294/17/,FF90FF,834
10,425,"Superior colliculus, motor related, intermediate gray layer",SCig,9,294,6,834,/997/8/343/313/323/294/10/,FF90FF,835
494,910,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,10,10,7,835,/997/8/343/313/323/294/10/494/,FF90FF,836
503,911,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,10,10,7,836,/997/8/343/313/323/294/10/503/,FF90FF,837
511,912,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,10,10,7,837,/997/8/343/313/323/294/10/511/,FF90FF,838
795,240,Periaqueductal gray,PAG,8,323,5,838,/997/8/343/313/323/795/,FF90FF,839
50,430,Precommissural nucleus,PRC,9,795,6,839,/997/8/343/313/323/795/50/,FF90FF,840
67,149,Interstitial nucleus of Cajal,INC,9,795,6,840,/997/8/343/313/323/795/67/,FF90FF,841
587,214,Nucleus of Darkschewitsch,ND,9,795,6,841,/997/8/343/313/323/795/587/,FF90FF,842
614454277,,Supraoculomotor periaqueductal gray,Su3,9,795,6,842,/997/8/343/313/323/795/614454277/,FF90FF,843
1100,278,Pretectal region,PRT,8,323,5,843,/997/8/343/313/323/1100/,FF90FF,844
215,26,Anterior pretectal nucleus,APN,9,1100,6,844,/997/8/343/313/323/1100/215/,FF90FF,845
531,207,Medial pretectal area,MPT,9,1100,6,845,/997/8/343/313/323/1100/531/,FF90FF,846
628,219,Nucleus of the optic tract,NOT,9,1100,6,846,/997/8/343/313/323/1100/628/,FF90FF,847
634,220,Nucleus of the posterior commissure,NPC,9,1100,6,847,/997/8/343/313/323/1100/634/,FF90FF,848
706,229,Olivary pretectal nucleus,OP,9,1100,6,848,/997/8/343/313/323/1100/706/,FF90FF,849
1061,273,Posterior pretectal nucleus,PPT,9,1100,6,849,/997/8/343/313/323/1100/1061/,FF90FF,850
549009203,,Retroparafascicular nucleus,RPF,9,1100,6,850,/997/8/343/313/323/1100/549009203/,FF90FF,851
549009207,,Intercollicular nucleus,InCo,8,323,5,851,/997/8/343/313/323/549009207/,FF90FF,852
616,76,Cuneiform nucleus,CUN,8,323,5,852,/997/8/343/313/323/616/,FF90FF,853
214,309,Red nucleus,RN,8,323,5,853,/997/8/343/313/323/214/,FF90FF,854
35,145,Oculomotor nucleus,III,8,323,5,854,/997/8/343/313/323/35/,FF90FF,855
549009211,,Medial accesory oculomotor nucleus,MA3,8,323,5,855,/997/8/343/313/323/549009211/,FF90FF,856
975,121,Edinger-Westphal nucleus,EW,8,323,5,856,/997/8/343/313/323/975/,FF90FF,857
115,155,Trochlear nucleus,IV,8,323,5,857,/997/8/343/313/323/115/,FF90FF,858
606826663,,Paratrochlear nucleus,Pa4,8,323,5,858,/997/8/343/313/323/606826663/,FF90FF,859
757,377,Ventral tegmental nucleus,VTN,8,323,5,859,/997/8/343/313/323/757/,FF90FF,860
231,28,Anterior tegmental nucleus,AT,8,323,5,860,/997/8/343/313/323/231/,FF90FF,861
66,432,Lateral terminal nucleus of the accessory optic tract,LT,8,323,5,861,/997/8/343/313/323/66/,FF90FF,862
75,433,Dorsal terminal nucleus of the accessory optic tract,DT,8,323,5,862,/997/8/343/313/323/75/,FF90FF,863
58,431,Medial terminal nucleus of the accessory optic tract,MT,8,323,5,863,/997/8/343/313/323/58/,FF90FF,864
615,925,"Substantia nigra, lateral part",SNl,8,323,5,864,/997/8/343/313/323/615/,FF90FF,865
348,184,"Midbrain, behavioral state related",MBsta,6,313,4,865,/997/8/343/313/348/,FF90FF,866
374,329,"Substantia nigra, compact part",SNc,8,348,5,866,/997/8/343/313/348/374/,FFA6FF,867
1052,272,Pedunculopontine nucleus,PPN,8,348,5,867,/997/8/343/313/348/1052/,FFA6FF,868
165,303,Midbrain raphe nuclei,RAmb,7,348,5,868,/997/8/343/313/348/165/,FFA6FF,869
12,142,Interfascicular nucleus raphe,IF,8,165,6,869,/997/8/343/313/348/165/12/,FFA6FF,870
100,153,Interpeduncular nucleus,IPN,8,165,6,870,/997/8/343/313/348/165/100/,FFA6FF,871
607344834,,"Interpeduncular nucleus, rostral",IPR,9,100,7,871,/997/8/343/313/348/165/100/607344834/,FFA6FF,872
607344838,,"Interpeduncular nucleus, caudal",IPC,9,100,7,872,/997/8/343/313/348/165/100/607344838/,FFA6FF,873
607344842,,"Interpeduncular nucleus, apical",IPA,9,100,7,873,/997/8/343/313/348/165/100/607344842/,FFA6FF,874
607344846,,"Interpeduncular nucleus, lateral",IPL,9,100,7,874,/997/8/343/313/348/165/100/607344846/,FFA6FF,875
607344850,,"Interpeduncular nucleus, intermediate",IPI,9,100,7,875,/997/8/343/313/348/165/100/607344850/,FFA6FF,876
607344854,,"Interpeduncular nucleus, dorsomedial",IPDM,9,100,7,876,/997/8/343/313/348/165/100/607344854/,FFA6FF,877
607344858,,"Interpeduncular nucleus, dorsolateral",IPDL,9,100,7,877,/997/8/343/313/348/165/100/607344858/,FFA6FF,878
607344862,,"Interpeduncular nucleus, rostrolateral",IPRL,9,100,7,878,/997/8/343/313/348/165/100/607344862/,FFA6FF,879
197,307,Rostral linear nucleus raphe,RL,8,165,6,879,/997/8/343/313/348/165/197/,FFA6FF,880
591,73,Central linear nucleus raphe,CLI,8,165,6,880,/997/8/343/313/348/165/591/,FFA6FF,881
872,108,Dorsal nucleus raphe,DR,8,165,6,881,/997/8/343/313/348/165/872/,FFA6FF,882
1065,132,Hindbrain,HB,3,343,3,882,/997/8/343/1065/,FF9B88,883
771,237,Pons,P,5,1065,4,883,/997/8/343/1065/771/,FF9B88,884
1132,282,"Pons, sensory related",P-sen,6,771,5,884,/997/8/343/1065/771/1132/,FFAE6F,885
612,217,Nucleus of the lateral lemniscus,NLL,8,1132,6,885,/997/8/343/1065/771/1132/612/,FFAE6F,886
82,434,"Nucleus of the lateral lemniscus, dorsal part",NLLd,9,612,7,886,/997/8/343/1065/771/1132/612/82/,FFAE6F,887
90,435,"Nucleus of the lateral lemniscus, horizontal part",NLLh,9,612,7,887,/997/8/343/1065/771/1132/612/90/,FFAE6F,888
99,436,"Nucleus of the lateral lemniscus, ventral part",NLLv,9,612,7,888,/997/8/343/1065/771/1132/612/99/,FFAE6F,889
7,283,Principal sensory nucleus of the trigeminal,PSV,8,1132,6,889,/997/8/343/1065/771/1132/7/,FFAE6F,890
867,249,Parabrachial nucleus,PB,8,1132,6,890,/997/8/343/1065/771/1132/867/,FFAE6F,891
123,156,Koelliker-Fuse subnucleus,KF,9,867,7,891,/997/8/343/1065/771/1132/867/123/,FFAE6F,892
881,251,"Parabrachial nucleus, lateral division",PBl,9,867,7,892,/997/8/343/1065/771/1132/867/881/,FFAE6F,893
860,814,"Parabrachial nucleus, lateral division, central lateral part",PBlc,10,881,8,893,/997/8/343/1065/771/1132/867/881/860/,FFAE6F,894
868,815,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,10,881,8,894,/997/8/343/1065/771/1132/867/881/868/,FFAE6F,895
875,816,"Parabrachial nucleus, lateral division, external lateral part",PBle,10,881,8,895,/997/8/343/1065/771/1132/867/881/875/,FFAE6F,896
883,817,"Parabrachial nucleus, lateral division, superior lateral part",PBls,10,881,8,896,/997/8/343/1065/771/1132/867/881/883/,FFAE6F,897
891,818,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,10,881,8,897,/997/8/343/1065/771/1132/867/881/891/,FFAE6F,898
890,252,"Parabrachial nucleus, medial division",PBm,9,867,7,898,/997/8/343/1065/771/1132/867/890/,FFAE6F,899
899,819,"Parabrachial nucleus, medial division, external medial part",PBme,10,890,8,899,/997/8/343/1065/771/1132/867/890/899/,FFAE6F,900
915,821,"Parabrachial nucleus, medial division, medial medial part",PBmm,10,890,8,900,/997/8/343/1065/771/1132/867/890/915/,FFAE6F,901
923,822,"Parabrachial nucleus, medial division, ventral medial part",PBmv,10,890,8,901,/997/8/343/1065/771/1132/867/890/923/,FFAE6F,902
398,332,Superior olivary complex,SOC,8,1132,6,902,/997/8/343/1065/771/1132/398/,FFAE6F,903
122,439,"Superior olivary complex, periolivary region",POR,9,398,7,903,/997/8/343/1065/771/1132/398/122/,FFAE6F,904
105,437,"Superior olivary complex, medial part",SOCm,9,398,7,904,/997/8/343/1065/771/1132/398/105/,FFAE6F,905
114,438,"Superior olivary complex, lateral part",SOCl,9,398,7,905,/997/8/343/1065/771/1132/398/114/,FFAE6F,906
987,264,"Pons, motor related",P-mot,6,771,5,906,/997/8/343/1065/771/987/,FFBA86,907
280,34,Barrington's nucleus,B,8,987,6,907,/997/8/343/1065/771/987/280/,FFBA86,908
